Loja,Estado,Data da Venda,Produto,Marca,Categoria,Preço Unitário,Custo Unitário,Tamanho Pedido
Rio de Janeiro,Rio de Janeiro,2016-09-26,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2016-09-27,iPhone 6S,Apple,Celular,1900,1150,2
Campinas,São Paulo,2016-09-27,iPhone 6S,Apple,Celular,1900,1150,1
Goiânia,Goias,2016-09-27,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-09-28,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-09-29,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2016-10-01,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2016-10-06,iPhone 6S,Apple,Celular,1900,1150,4
Goiânia,Goias,2016-10-08,iPhone 6S,Apple,Celular,1900,1150,2
Curitiba,Paraná,2016-10-09,iPhone 6S,Apple,Celular,1900,1150,2
Curitiba,Paraná,2016-10-12,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2016-10-16,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-10-17,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-10-18,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2016-10-22,iPhone 6S,Apple,Celular,1900,1150,1
Nova Iguaçu,Rio de Janeiro,2016-10-22,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-10-24,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-10-26,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-10-26,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2016-11-04,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-11-04,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-11-04,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2016-11-12,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2016-11-14,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-11-15,iPhone 6S,Apple,Celular,1900,1150,1
Porto Alegre,Rio Grande do Sul,2016-11-15,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2016-11-16,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-11-21,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2016-11-21,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-11-24,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2016-11-28,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-12-02,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2016-12-02,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2016-12-04,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2016-12-07,iPhone 6S,Apple,Celular,1900,1150,5
Niterói,Rio de Janeiro,2016-12-10,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2016-12-13,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-12-14,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-12-15,iPhone 6S,Apple,Celular,1900,1150,2
Nova Iguaçu,Rio de Janeiro,2016-12-16,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-12-19,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-12-19,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2016-12-19,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2016-12-23,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-12-23,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-12-24,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-12-24,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2016-12-25,iPhone 6S,Apple,Celular,1900,1150,2
Belo Horizonte,Minas Gerais,2016-12-25,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-12-31,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2017-01-02,iPhone 6S,Apple,Celular,1900,1150,4
Campinas,São Paulo,2017-01-03,iPhone 6S,Apple,Celular,1900,1150,1
Guarulhos,São Paulo,2017-01-05,iPhone 6S,Apple,Celular,1900,1150,5
Campinas,São Paulo,2017-01-05,iPhone 6S,Apple,Celular,1900,1150,5
Curitiba,Paraná,2017-01-05,iPhone 6S,Apple,Celular,1900,1150,5
Recife,Pernanbuco,2017-01-06,iPhone 6S,Apple,Celular,1900,1150,3
Campinas,São Paulo,2017-01-07,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-01-07,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-01-08,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2017-01-10,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-01-12,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2017-01-18,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-01-19,iPhone 6S,Apple,Celular,1900,1150,3
Goiânia,Goias,2017-01-20,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2017-01-22,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2017-01-23,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2017-01-23,iPhone 6S,Apple,Celular,1900,1150,2
Goiânia,Goias,2017-01-24,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-01-24,iPhone 6S,Apple,Celular,1900,1150,2
Goiânia,Goias,2017-01-25,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-01-30,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2017-01-30,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-01-31,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-02-02,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-02-12,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2017-02-12,iPhone 6S,Apple,Celular,1900,1150,4
Porto Alegre,Rio Grande do Sul,2017-02-17,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2017-02-19,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-02-24,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-02-24,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-02-27,iPhone 6S,Apple,Celular,1900,1150,2
Salvador,Bahia,2017-03-03,iPhone 6S,Apple,Celular,1900,1150,3
Curitiba,Paraná,2017-03-03,iPhone 6S,Apple,Celular,1900,1150,5
Recife,Pernanbuco,2017-03-08,iPhone 6S,Apple,Celular,1900,1150,4
Porto Alegre,Rio Grande do Sul,2017-03-10,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-03-11,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-03-31,iPhone 6S,Apple,Celular,1900,1150,3
Curitiba,Paraná,2017-04-05,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2017-04-06,iPhone 6S,Apple,Celular,1900,1150,2
Belo Horizonte,Minas Gerais,2017-04-11,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2017-04-13,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2017-04-15,iPhone 6S,Apple,Celular,1900,1150,2
Belo Horizonte,Minas Gerais,2017-04-22,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-04-26,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-04-27,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-04-28,iPhone 6S,Apple,Celular,1900,1150,5
Goiânia,Goias,2017-04-29,iPhone 6S,Apple,Celular,1900,1150,5
Curitiba,Paraná,2017-04-30,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-05-02,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2017-05-06,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2017-05-12,iPhone 6S,Apple,Celular,1900,1150,5
Salvador,Bahia,2017-05-17,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-05-18,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2017-05-19,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-05-23,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2017-05-23,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2017-05-23,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-05-27,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-05-27,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-05-31,iPhone 6S,Apple,Celular,1900,1150,3
Nova Iguaçu,Rio de Janeiro,2017-06-02,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-06-03,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2017-06-14,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2017-06-14,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-06-15,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-06-22,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2017-06-27,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2017-06-28,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2017-07-05,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-07-05,iPhone 6S,Apple,Celular,1900,1150,1
Belo Horizonte,Minas Gerais,2017-07-06,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2017-07-07,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2017-07-10,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-07-11,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-07-12,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-07-17,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-07-18,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-07-20,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-07-23,iPhone 6S,Apple,Celular,1900,1150,2
Campinas,São Paulo,2017-07-24,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2017-07-24,iPhone 6S,Apple,Celular,1900,1150,2
Salvador,Bahia,2017-07-24,iPhone 6S,Apple,Celular,1900,1150,2
Salvador,Bahia,2017-07-26,iPhone 6S,Apple,Celular,1900,1150,4
Goiânia,Goias,2017-07-26,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2017-07-28,iPhone 6S,Apple,Celular,1900,1150,4
Curitiba,Paraná,2017-08-08,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-08-08,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2017-08-11,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-08-23,iPhone 6S,Apple,Celular,1900,1150,4
Fortaleza,Ceara,2017-08-24,iPhone 6S,Apple,Celular,1900,1150,1
Goiânia,Goias,2017-08-24,iPhone 6S,Apple,Celular,1900,1150,3
Belo Horizonte,Minas Gerais,2017-08-25,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2017-08-26,iPhone 6S,Apple,Celular,1900,1150,4
Goiânia,Goias,2017-08-26,iPhone 6S,Apple,Celular,1900,1150,3
Campinas,São Paulo,2017-08-27,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-09-01,iPhone 6S,Apple,Celular,1900,1150,4
Nova Iguaçu,Rio de Janeiro,2017-09-04,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-09-05,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-09-08,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2017-09-10,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-09-11,iPhone 6S,Apple,Celular,1900,1150,1
Campinas,São Paulo,2017-09-14,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-09-15,iPhone 6S,Apple,Celular,1900,1150,2
Porto Alegre,Rio Grande do Sul,2017-09-15,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-09-17,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2017-09-19,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2017-09-20,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-09-20,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2017-09-22,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-09-24,iPhone 6S,Apple,Celular,1900,1150,5
Nova Iguaçu,Rio de Janeiro,2017-09-26,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2017-09-27,iPhone 6S,Apple,Celular,1900,1150,3
Belo Horizonte,Minas Gerais,2017-09-27,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2017-09-30,iPhone 6S,Apple,Celular,1900,1150,2
Belo Horizonte,Minas Gerais,2017-10-01,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-10-02,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-10-02,iPhone 6S,Apple,Celular,1900,1150,5
Guarulhos,São Paulo,2017-10-04,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-10-07,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-10-13,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2017-10-15,iPhone 6S,Apple,Celular,1900,1150,2
Curitiba,Paraná,2017-10-15,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-10-20,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2017-10-23,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2017-10-23,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2017-10-25,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2017-10-25,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2017-10-26,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-10-26,iPhone 6S,Apple,Celular,1900,1150,1
Goiânia,Goias,2017-10-31,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2017-11-01,iPhone 6S,Apple,Celular,1900,1150,1
Recife,Pernanbuco,2017-11-02,iPhone 6S,Apple,Celular,1900,1150,3
Guarulhos,São Paulo,2017-11-02,iPhone 6S,Apple,Celular,1900,1150,1
Curitiba,Paraná,2017-11-02,iPhone 6S,Apple,Celular,1900,1150,2
Goiânia,Goias,2017-11-03,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-11-05,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-11-07,iPhone 6S,Apple,Celular,1900,1150,4
Campinas,São Paulo,2017-11-08,iPhone 6S,Apple,Celular,1900,1150,1
Belo Horizonte,Minas Gerais,2017-11-08,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2017-11-10,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2017-11-11,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2017-11-12,iPhone 6S,Apple,Celular,1900,1150,3
Curitiba,Paraná,2017-11-15,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-11-15,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-11-19,iPhone 6S,Apple,Celular,1900,1150,1
Curitiba,Paraná,2017-11-19,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2017-11-19,iPhone 6S,Apple,Celular,1900,1150,5
Campinas,São Paulo,2017-11-20,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2017-11-21,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2017-11-22,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2017-11-22,iPhone 6S,Apple,Celular,1900,1150,1
Recife,Pernanbuco,2017-11-24,iPhone 6S,Apple,Celular,1900,1150,1
Campinas,São Paulo,2017-11-25,iPhone 6S,Apple,Celular,1900,1150,3
Curitiba,Paraná,2017-11-25,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2017-11-27,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-11-29,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-11-30,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2017-12-01,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2017-12-02,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2017-12-02,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2017-12-03,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2017-12-05,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2017-12-06,iPhone 6S,Apple,Celular,1900,1150,4
Belo Horizonte,Minas Gerais,2017-12-06,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2017-12-08,iPhone 6S,Apple,Celular,1900,1150,5
Salvador,Bahia,2017-12-10,iPhone 6S,Apple,Celular,1900,1150,5
Recife,Pernanbuco,2017-12-10,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2017-12-10,iPhone 6S,Apple,Celular,1900,1150,4
Belo Horizonte,Minas Gerais,2017-12-11,iPhone 6S,Apple,Celular,1900,1150,2
Salvador,Bahia,2017-12-13,iPhone 6S,Apple,Celular,1900,1150,5
Niterói,Rio de Janeiro,2017-12-16,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2017-12-17,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-12-19,iPhone 6S,Apple,Celular,1900,1150,5
Recife,Pernanbuco,2017-12-20,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2017-12-22,iPhone 6S,Apple,Celular,1900,1150,5
Recife,Pernanbuco,2017-12-28,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2017-12-28,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2017-12-29,iPhone 6S,Apple,Celular,1900,1150,2
Niterói,Rio de Janeiro,2018-01-01,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2018-01-05,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-01-05,iPhone 6S,Apple,Celular,1900,1150,1
Curitiba,Paraná,2018-01-08,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2018-01-09,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-01-09,iPhone 6S,Apple,Celular,1900,1150,2
Curitiba,Paraná,2018-01-10,iPhone 6S,Apple,Celular,1900,1150,1
Curitiba,Paraná,2018-01-12,iPhone 6S,Apple,Celular,1900,1150,3
Fortaleza,Ceara,2018-01-13,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2018-01-14,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2018-01-14,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2018-01-14,iPhone 6S,Apple,Celular,1900,1150,2
Goiânia,Goias,2018-01-16,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2018-01-17,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2018-01-18,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2018-01-18,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2018-01-19,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-01-19,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2018-01-22,iPhone 6S,Apple,Celular,1900,1150,2
Porto Alegre,Rio Grande do Sul,2018-01-23,iPhone 6S,Apple,Celular,1900,1150,2
Salvador,Bahia,2018-01-23,iPhone 6S,Apple,Celular,1900,1150,5
Campinas,São Paulo,2018-01-27,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2018-01-27,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2018-01-28,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2018-02-02,iPhone 6S,Apple,Celular,1900,1150,4
Fortaleza,Ceara,2018-02-05,iPhone 6S,Apple,Celular,1900,1150,2
Nova Iguaçu,Rio de Janeiro,2018-02-12,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-02-17,iPhone 6S,Apple,Celular,1900,1150,4
Campinas,São Paulo,2018-02-18,iPhone 6S,Apple,Celular,1900,1150,4
Nova Iguaçu,Rio de Janeiro,2018-02-23,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-02-25,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2018-02-27,iPhone 6S,Apple,Celular,1900,1150,4
Fortaleza,Ceara,2018-03-06,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2018-03-18,iPhone 6S,Apple,Celular,1900,1150,3
Belo Horizonte,Minas Gerais,2018-03-26,iPhone 6S,Apple,Celular,1900,1150,4
Porto Alegre,Rio Grande do Sul,2018-03-28,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2018-03-30,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2018-04-02,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2018-04-03,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2018-04-07,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-04-07,iPhone 6S,Apple,Celular,1900,1150,4
Belo Horizonte,Minas Gerais,2018-04-08,iPhone 6S,Apple,Celular,1900,1150,4
Fortaleza,Ceara,2018-04-08,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-04-09,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2018-04-10,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2018-04-11,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2018-04-12,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2018-04-12,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2018-04-14,iPhone 6S,Apple,Celular,1900,1150,4
Recife,Pernanbuco,2018-04-14,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-04-15,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2018-04-16,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2018-04-18,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2018-04-18,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2018-04-18,iPhone 6S,Apple,Celular,1900,1150,5
Nova Iguaçu,Rio de Janeiro,2018-04-20,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2018-04-28,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2018-04-30,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2018-05-01,iPhone 6S,Apple,Celular,1900,1150,1
Curitiba,Paraná,2018-05-02,iPhone 6S,Apple,Celular,1900,1150,5
Salvador,Bahia,2018-05-08,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2018-05-08,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2018-05-10,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2018-05-11,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-05-12,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2018-05-13,iPhone 6S,Apple,Celular,1900,1150,1
Goiânia,Goias,2018-05-21,iPhone 6S,Apple,Celular,1900,1150,4
Curitiba,Paraná,2018-05-21,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2018-05-23,iPhone 6S,Apple,Celular,1900,1150,1
Rio de Janeiro,Rio de Janeiro,2018-05-26,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2018-05-27,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2018-06-01,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2018-06-02,iPhone 6S,Apple,Celular,1900,1150,5
Porto Alegre,Rio Grande do Sul,2018-06-06,iPhone 6S,Apple,Celular,1900,1150,2
Porto Alegre,Rio Grande do Sul,2018-06-06,iPhone 6S,Apple,Celular,1900,1150,3
Recife,Pernanbuco,2018-06-09,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2018-06-11,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-06-11,iPhone 6S,Apple,Celular,1900,1150,5
Guarulhos,São Paulo,2018-06-12,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2018-06-17,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2018-06-27,iPhone 6S,Apple,Celular,1900,1150,3
Campinas,São Paulo,2018-06-28,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2018-07-01,iPhone 6S,Apple,Celular,1900,1150,2
Curitiba,Paraná,2018-07-02,iPhone 6S,Apple,Celular,1900,1150,5
