Produto,Categoria,Preco,Quantidade,DataVenda
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-02
iPhone 6S,Celular,1900,4,2017-10-02
iPhone 6S,Celular,1900,5,2017-10-02
Dell G7,Notebook,5500,4,2017-10-02
iPhone XS,Celular,6500,3,2017-10-03
Inspiron 15,Notebook,2300,5,2017-10-03
Aspire 5,Notebook,2400,4,2017-10-03
Galaxy S8,Celular,3000,2,2017-10-03
TV LED 32',Televisão,1400,2,2017-10-03
Smart Watch Galaxy,Smart Watch,1450,4,2017-10-03
Samsung Dual Core,Notebook,1500,2,2017-10-03
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-03
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-03
Samsung Dual Core,Notebook,1500,3,2017-10-03
Galaxy J8,Celular,1100,1,2017-10-03
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-03
Smart TV 50' 4K,Televisão,2600,4,2017-10-03
Moto G7,Celular,1400,3,2017-10-03
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-03
Inspiron 15,Notebook,2300,5,2017-10-03
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-03
Câmera Coolpix L340,Câmera,1550,4,2017-10-03
Smart Watch Galaxy,Smart Watch,1450,5,2017-10-03
Smart TV 50' 4K,Televisão,2600,5,2017-10-03
Galaxy S10,Celular,4500,2,2017-10-03
iPhone XS,Celular,6500,5,2017-10-03
Inspiron 15,Notebook,2300,1,2017-10-04
Moto Z,Celular,1500,1,2017-10-04
Tablet M10 Android,Tablet,2000,2,2017-10-04
iPad 32GB Wifi,Tablet,750,2,2017-10-04
Moto G7,Celular,1400,3,2017-10-04
Moto Z,Celular,1500,3,2017-10-04
iPhone 6S,Celular,1900,3,2017-10-04
Samsung Dual Core,Notebook,1500,5,2017-10-04
Smart TV 50' 4K,Televisão,2600,4,2017-10-04
TV LED 32',Televisão,1400,5,2017-10-04
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-04
Smart TV 50' 4K,Televisão,2600,1,2017-10-04
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-04
Smart TV 75' 4K,Televisão,5200,4,2017-10-04
Moto G7,Celular,1400,3,2017-10-04
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-04
Smart TV 50' 4K,Televisão,2600,2,2017-10-05
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-05
Tablet M10 Android,Tablet,2000,5,2017-10-05
Moto Z,Celular,1500,1,2017-10-05
Smart TV 50' 4K,Televisão,2600,3,2017-10-05
Moto G7,Celular,1400,4,2017-10-05
Aspire 5,Notebook,2400,1,2017-10-05
Aspire 5,Notebook,2400,1,2017-10-05
Câmera Coolpix L340,Câmera,1550,5,2017-10-05
TV LED 32',Televisão,1400,1,2017-10-05
Moto Z,Celular,1500,2,2017-10-05
Galaxy S8,Celular,3000,5,2017-10-05
iPhone XS,Celular,6500,1,2017-10-05
Smart Watch MI,Smart Watch,1200,2,2017-10-05
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-05
iPhone 7,Celular,2500,3,2017-10-05
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-05
Inspiron 15,Notebook,2300,1,2017-10-05
iPhone XS,Celular,6500,2,2017-10-05
Moto G7,Celular,1400,4,2017-10-06
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-06
Galaxy S8,Celular,3000,3,2017-10-06
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-06
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-06
Dell G7,Notebook,5500,2,2017-10-06
Aspire 5,Notebook,2400,2,2017-10-06
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-06
Smart Watch MI,Smart Watch,1200,5,2017-10-06
Inspiron 15,Notebook,2300,3,2017-10-06
Inspiron 15,Notebook,2300,4,2017-10-06
Moto G7,Celular,1400,4,2017-10-06
Aspire 5,Notebook,2400,1,2017-10-06
Galaxy S10,Celular,4500,5,2017-10-06
Galaxy S8,Celular,3000,5,2017-10-06
Smart TV LED Full HD 55',Televisão,2000,4,2017-10-06
Câmera Coolpix L340,Câmera,1550,3,2017-10-07
Galaxy S8,Celular,3000,2,2017-10-07
iPhone 6S,Celular,1900,3,2017-10-07
Moto Z,Celular,1500,1,2017-10-07
Smart TV 75' 4K,Televisão,5200,4,2017-10-07
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-07
Galaxy S8,Celular,3000,5,2017-10-07
Aspire 5,Notebook,2400,4,2017-10-07
Smart TV 50' 4K,Televisão,2600,3,2017-10-07
Inspiron 15,Notebook,2300,5,2017-10-07
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-07
iPhone XS,Celular,6500,5,2017-10-07
iPhone 7,Celular,2500,1,2017-10-07
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-07
Aspire 5,Notebook,2400,3,2017-10-07
Aspire 5,Notebook,2400,5,2017-10-08
iPhone 7,Celular,2500,5,2017-10-08
iPhone XS,Celular,6500,3,2017-10-08
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-08
TV LED 32',Televisão,1400,4,2017-10-08
Samsung Dual Core,Notebook,1500,1,2017-10-08
TV LED 32',Televisão,1400,1,2017-10-08
Inspiron 15,Notebook,2300,1,2017-10-08
Samsung Dual Core,Notebook,1500,4,2017-10-08
Galaxy S8,Celular,3000,1,2017-10-08
Moto G7,Celular,1400,2,2017-10-08
Galaxy S8,Celular,3000,2,2017-10-08
Câmera Coolpix L340,Câmera,1550,1,2017-10-09
TV LED 32',Televisão,1400,4,2017-10-09
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-09
Dell G7,Notebook,5500,3,2017-10-09
Samsung Dual Core,Notebook,1500,5,2017-10-09
iPhone XS,Celular,6500,3,2017-10-09
Moto G7,Celular,1400,5,2017-10-09
Galaxy S8,Celular,3000,1,2017-10-09
Smart TV 50' 4K,Televisão,2600,2,2017-10-09
Moto G7,Celular,1400,2,2017-10-09
Aspire 5,Notebook,2400,5,2017-10-09
Smart TV 50' 4K,Televisão,2600,1,2017-10-09
Moto Z,Celular,1500,3,2017-10-09
iPhone 7,Celular,2500,1,2017-10-09
Samsung Dual Core,Notebook,1500,5,2017-10-09
Câmera Coolpix L340,Câmera,1550,1,2017-10-10
Aspire 5,Notebook,2400,3,2017-10-10
Samsung Dual Core,Notebook,1500,2,2017-10-10
Smart TV 50' 4K,Televisão,2600,1,2017-10-10
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-10
iPhone 7,Celular,2500,2,2017-10-10
Câmera Coolpix L340,Câmera,1550,5,2017-10-10
Galaxy S10,Celular,4500,3,2017-10-10
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-10
Moto G7,Celular,1400,3,2017-10-10
Smart TV 50' 4K,Televisão,2600,3,2017-10-10
iPhone 7,Celular,2500,4,2017-10-10
Aspire 5,Notebook,2400,2,2017-10-10
Moto Z,Celular,1500,5,2017-10-10
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-11
Smart TV 50' 4K,Televisão,2600,5,2017-10-11
iPhone XS,Celular,6500,1,2017-10-11
Aspire 5,Notebook,2400,5,2017-10-11
TV LED 32',Televisão,1400,2,2017-10-11
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-11
Galaxy S8,Celular,3000,5,2017-10-11
iPhone 7,Celular,2500,2,2017-10-11
Câmera Coolpix L340,Câmera,1550,4,2017-10-11
Smart TV 50' 4K,Televisão,2600,3,2017-10-11
Galaxy S8,Celular,3000,4,2017-10-11
Smart TV LED Full HD 55',Televisão,2000,1,2017-10-11
Inspiron 15,Notebook,2300,4,2017-10-11
Samsung Dual Core,Notebook,1500,1,2017-10-11
Inspiron 15,Notebook,2300,2,2017-10-11
Samsung Dual Core,Notebook,1500,5,2017-10-11
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-11
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-11
Smart TV 50' 4K,Televisão,2600,2,2017-10-12
iPhone 7,Celular,2500,1,2017-10-12
Galaxy S10,Celular,4500,4,2017-10-12
Dell G7,Notebook,5500,4,2017-10-12
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-12
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-12
Moto G7,Celular,1400,2,2017-10-12
Tablet M10 Android,Tablet,2000,2,2017-10-12
Smart TV 50' 4K,Televisão,2600,2,2017-10-12
iPhone XS,Celular,6500,1,2017-10-12
Inspiron 15,Notebook,2300,4,2017-10-12
Tablet M10 Android,Tablet,2000,4,2017-10-12
Inspiron 15,Notebook,2300,2,2017-10-12
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-13
Galaxy S8,Celular,3000,5,2017-10-13
Moto G7,Celular,1400,3,2017-10-13
iPhone 7,Celular,2500,3,2017-10-13
Dell G7,Notebook,5500,3,2017-10-13
Samsung Dual Core,Notebook,1500,2,2017-10-13
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-13
Smart TV 50' 4K,Televisão,2600,2,2017-10-13
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-13
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-13
iPhone XS,Celular,6500,1,2017-10-13
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-13
Smart TV 50' 4K,Televisão,2600,1,2017-10-13
Smart TV LED Full HD 55',Televisão,2000,4,2017-10-13
iPhone 6S,Celular,1900,2,2017-10-13
Moto G7,Celular,1400,2,2017-10-14
iPhone XS,Celular,6500,3,2017-10-14
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-14
Apple Watch,Smart Watch,1750,4,2017-10-14
Galaxy S8,Celular,3000,1,2017-10-14
Smart TV 50' 4K,Televisão,2600,4,2017-10-14
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-14
Aspire 5,Notebook,2400,3,2017-10-14
Inspiron 15,Notebook,2300,1,2017-10-14
iPhone XS,Celular,6500,4,2017-10-14
Galaxy J8,Celular,1100,5,2017-10-14
Smart Watch MI,Smart Watch,1200,3,2017-10-14
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-14
Aspire 5,Notebook,2400,4,2017-10-14
Smart TV 75' 4K,Televisão,5200,4,2017-10-14
TV LED 32',Televisão,1400,4,2017-10-15
Galaxy S10,Celular,4500,3,2017-10-15
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-15
Samsung Dual Core,Notebook,1500,3,2017-10-15
Inspiron 15,Notebook,2300,5,2017-10-15
iPhone 6S,Celular,1900,2,2017-10-15
iPhone 6S,Celular,1900,5,2017-10-15
Dell G7,Notebook,5500,2,2017-10-15
Galaxy S10,Celular,4500,3,2017-10-15
Moto G7,Celular,1400,5,2017-10-15
Inspiron 15,Notebook,2300,4,2017-10-15
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-15
TV LED 32',Televisão,1400,2,2017-10-15
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-15
Galaxy S10,Celular,4500,1,2017-10-15
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-15
Câmera Coolpix L340,Câmera,1550,1,2017-10-15
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-15
Smart TV 75' 4K,Televisão,5200,2,2017-10-15
Smart TV 75' 4K,Televisão,5200,1,2017-10-15
Apple Watch,Smart Watch,1750,4,2017-10-15
Câmera Coolpix L340,Câmera,1550,5,2017-10-15
Smart TV 50' 4K,Televisão,2600,1,2017-10-15
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-16
Smart TV 50' 4K,Televisão,2600,3,2017-10-16
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-16
Smart Watch MI,Smart Watch,1200,1,2017-10-16
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-16
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-16
Tablet M10 Android,Tablet,2000,2,2017-10-16
Aspire 5,Notebook,2400,4,2017-10-16
iPhone XS,Celular,6500,1,2017-10-16
Inspiron 15,Notebook,2300,3,2017-10-16
Câmera Coolpix L340,Câmera,1550,1,2017-10-16
Aspire 5,Notebook,2400,5,2017-10-16
Galaxy S8,Celular,3000,2,2017-10-16
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-16
iPhone 7,Celular,2500,4,2017-10-16
Smart TV 50' 4K,Televisão,2600,1,2017-10-16
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-16
Smart Watch MI,Smart Watch,1200,5,2017-10-16
Moto G7,Celular,1400,3,2017-10-17
Aspire 5,Notebook,2400,1,2017-10-17
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-17
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-17
Smart TV 50' 4K,Televisão,2600,3,2017-10-17
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-17
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-17
Smart TV 50' 4K,Televisão,2600,5,2017-10-17
Smart TV 50' 4K,Televisão,2600,1,2017-10-17
Galaxy S8,Celular,3000,3,2017-10-17
Smart TV 50' 4K,Televisão,2600,2,2017-10-17
Moto G7,Celular,1400,5,2017-10-17
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-17
Moto G7,Celular,1400,2,2017-10-17
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-17
Aspire 5,Notebook,2400,1,2017-10-17
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-17
Inspiron 15,Notebook,2300,3,2017-10-18
Câmera Coolpix L340,Câmera,1550,4,2017-10-18
Smart TV LED Full HD 55',Televisão,2000,1,2017-10-18
Smart TV 50' 4K,Televisão,2600,2,2017-10-18
Galaxy S8,Celular,3000,2,2017-10-18
Smart Watch MI,Smart Watch,1200,3,2017-10-18
TV LED 32',Televisão,1400,5,2017-10-18
iPhone XS,Celular,6500,3,2017-10-18
Smart TV LED Full HD 55',Televisão,2000,5,2017-10-18
Smart TV LED Full HD 55',Televisão,2000,1,2017-10-18
Smart TV 50' 4K,Televisão,2600,2,2017-10-18
Câmera Coolpix L340,Câmera,1550,5,2017-10-18
Aspire 5,Notebook,2400,1,2017-10-18
Moto G7,Celular,1400,4,2017-10-18
Moto G7,Celular,1400,2,2017-10-19
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-19
Smart TV 50' 4K,Televisão,2600,5,2017-10-19
Samsung Dual Core,Notebook,1500,1,2017-10-19
Smart Watch MI,Smart Watch,1200,2,2017-10-19
Samsung Dual Core,Notebook,1500,3,2017-10-19
Câmera Coolpix L340,Câmera,1550,3,2017-10-19
iPhone 7,Celular,2500,5,2017-10-19
Smart TV LED Full HD 55',Televisão,2000,4,2017-10-19
Smart TV 50' 4K,Televisão,2600,4,2017-10-19
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-19
iPhone 7,Celular,2500,1,2017-10-19
Moto G7,Celular,1400,2,2017-10-19
Câmera Coolpix L340,Câmera,1550,2,2017-10-19
Aspire 5,Notebook,2400,2,2017-10-19
Moto G7,Celular,1400,5,2017-10-19
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-19
iPhone XS,Celular,6500,3,2017-10-19
Samsung Dual Core,Notebook,1500,5,2017-10-19
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-19
Inspiron 15,Notebook,2300,4,2017-10-20
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-20
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-20
Inspiron 15,Notebook,2300,3,2017-10-20
Moto G7,Celular,1400,3,2017-10-20
Smart Watch MI,Smart Watch,1200,2,2017-10-20
Inspiron 15,Notebook,2300,3,2017-10-20
Galaxy S10,Celular,4500,2,2017-10-20
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-20
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-20
TV LED 32',Televisão,1400,4,2017-10-20
iPhone 6S,Celular,1900,2,2017-10-20
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-21
Smart TV 50' 4K,Televisão,2600,5,2017-10-21
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-21
iPhone XS,Celular,6500,2,2017-10-21
Moto Z,Celular,1500,5,2017-10-21
Smart TV LED Full HD 55',Televisão,2000,4,2017-10-21
Smart TV LED Full HD 55',Televisão,2000,4,2017-10-21
iPhone 7,Celular,2500,4,2017-10-21
Galaxy S8,Celular,3000,5,2017-10-21
Moto G7,Celular,1400,2,2017-10-21
iPhone 7,Celular,2500,2,2017-10-21
Inspiron 15,Notebook,2300,3,2017-10-21
Smart Watch MI,Smart Watch,1200,2,2017-10-21
Smart Watch MI,Smart Watch,1200,4,2017-10-21
Inspiron 15,Notebook,2300,2,2017-10-21
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-21
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-21
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-22
Galaxy S8,Celular,3000,4,2017-10-22
Smart Watch MI,Smart Watch,1200,5,2017-10-22
Smart TV 50' 4K,Televisão,2600,2,2017-10-22
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-22
Smart TV LED Full HD 55',Televisão,2000,1,2017-10-22
TV LED 32',Televisão,1400,3,2017-10-22
Aspire 5,Notebook,2400,4,2017-10-22
Moto G7,Celular,1400,1,2017-10-22
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-22
Smart TV 50' 4K,Televisão,2600,3,2017-10-22
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-22
Tablet M10 Android,Tablet,2000,2,2017-10-23
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-23
iPhone 6S,Celular,1900,3,2017-10-23
iPhone 6S,Celular,1900,3,2017-10-23
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-23
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-23
Smart TV 50' 4K,Televisão,2600,5,2017-10-23
Galaxy S8,Celular,3000,2,2017-10-23
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-23
Samsung Dual Core,Notebook,1500,5,2017-10-23
Samsung Dual Core,Notebook,1500,3,2017-10-23
Moto Z,Celular,1500,1,2017-10-23
Aspire 5,Notebook,2400,3,2017-10-23
Galaxy J8,Celular,1100,1,2017-10-23
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-23
Smart Watch MI,Smart Watch,1200,1,2017-10-23
Câmera Coolpix L340,Câmera,1550,3,2017-10-23
Smart TV 50' 4K,Televisão,2600,2,2017-10-23
Smart TV 75' 4K,Televisão,5200,2,2017-10-23
Moto G7,Celular,1400,5,2017-10-23
Smart TV LED Full HD 55',Televisão,2000,5,2017-10-24
Inspiron 15,Notebook,2300,4,2017-10-24
Galaxy S8,Celular,3000,2,2017-10-24
Smart TV 50' 4K,Televisão,2600,3,2017-10-24
Galaxy J8,Celular,1100,3,2017-10-24
Smart Watch MI,Smart Watch,1200,1,2017-10-24
Inspiron 15,Notebook,2300,1,2017-10-24
Moto G7,Celular,1400,3,2017-10-24
iPhone 7,Celular,2500,5,2017-10-24
Galaxy S8,Celular,3000,5,2017-10-24
Smart TV 50' 4K,Televisão,2600,5,2017-10-24
Aspire 5,Notebook,2400,1,2017-10-24
Smart TV LED Full HD 55',Televisão,2000,1,2017-10-24
Moto G7,Celular,1400,1,2017-10-24
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-24
Smart Watch MI,Smart Watch,1200,4,2017-10-24
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-24
Smart Watch MI,Smart Watch,1200,4,2017-10-24
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-25
Moto G7,Celular,1400,1,2017-10-25
Samsung Dual Core,Notebook,1500,1,2017-10-25
Galaxy S10,Celular,4500,4,2017-10-25
Inspiron 15,Notebook,2300,1,2017-10-25
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-25
Smart TV 50' 4K,Televisão,2600,1,2017-10-25
Galaxy J8,Celular,1100,4,2017-10-25
iPhone 6S,Celular,1900,4,2017-10-25
Moto Z,Celular,1500,1,2017-10-25
Galaxy S8,Celular,3000,4,2017-10-25
Câmera Coolpix L340,Câmera,1550,4,2017-10-25
Samsung Dual Core,Notebook,1500,3,2017-10-25
Samsung Dual Core,Notebook,1500,3,2017-10-25
Smart TV 50' 4K,Televisão,2600,5,2017-10-25
Samsung Dual Core,Notebook,1500,2,2017-10-25
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-25
iPhone 6S,Celular,1900,3,2017-10-25
Inspiron 15,Notebook,2300,1,2017-10-25
Smart TV 50' 4K,Televisão,2600,2,2017-10-25
Galaxy J8,Celular,1100,3,2017-10-25
iPhone 7,Celular,2500,4,2017-10-25
TV LED 32',Televisão,1400,4,2017-10-25
Smart Watch MI,Smart Watch,1200,5,2017-10-26
Galaxy S10,Celular,4500,2,2017-10-26
Moto G7,Celular,1400,1,2017-10-26
Samsung Dual Core,Notebook,1500,5,2017-10-26
iPhone 6S,Celular,1900,1,2017-10-26
Aspire 5,Notebook,2400,3,2017-10-26
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-26
Câmera Coolpix L340,Câmera,1550,5,2017-10-26
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-26
Moto G7,Celular,1400,4,2017-10-26
iPhone 6S,Celular,1900,1,2017-10-26
Câmera Digital Rebel T6,Câmera,1500,5,2017-10-26
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-26
Aspire 5,Notebook,2400,1,2017-10-27
Galaxy S8,Celular,3000,5,2017-10-27
iPhone 7,Celular,2500,1,2017-10-27
Câmera Coolpix L340,Câmera,1550,3,2017-10-27
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-27
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-27
Moto G7,Celular,1400,3,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-27
Samsung Dual Core,Notebook,1500,3,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-27
Smart TV 50' 4K,Televisão,2600,1,2017-10-27
Smart Watch MI,Smart Watch,1200,4,2017-10-27
Câmera Coolpix L340,Câmera,1550,2,2017-10-27
Inspiron 15,Notebook,2300,3,2017-10-27
Moto G7,Celular,1400,2,2017-10-27
Smart Watch MI,Smart Watch,1200,3,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-27
Câmera Digital Rebel T6,Câmera,1500,2,2017-10-27
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-27
Galaxy S8,Celular,3000,3,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-27
Inspiron 15,Notebook,2300,4,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-27
Aspire 5,Notebook,2400,1,2017-10-27
Câmera Digital Sony Cyber,Câmera,700,4,2017-10-27
TV LED 32',Televisão,1400,1,2017-10-28
Moto Z,Celular,1500,5,2017-10-28
Moto Z,Celular,1500,4,2017-10-28
Smart Watch MI,Smart Watch,1200,1,2017-10-28
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-28
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-28
iPhone 7,Celular,2500,4,2017-10-28
Smart TV 50' 4K,Televisão,2600,1,2017-10-28
Moto G7,Celular,1400,1,2017-10-28
Smart TV 50' 4K,Televisão,2600,3,2017-10-28
Smart TV 50' 4K,Televisão,2600,2,2017-10-28
Aspire 5,Notebook,2400,5,2017-10-28
iPhone 7,Celular,2500,3,2017-10-28
Câmera Digital Sony Cyber,Câmera,700,3,2017-10-28
Smart TV 50' 4K,Televisão,2600,2,2017-10-28
Samsung Dual Core,Notebook,1500,5,2017-10-28
Smart Watch MI,Smart Watch,1200,5,2017-10-28
Samsung Dual Core,Notebook,1500,4,2017-10-28
Samsung Dual Core,Notebook,1500,3,2017-10-28
Galaxy S8,Celular,3000,3,2017-10-29
Samsung Dual Core,Notebook,1500,3,2017-10-29
Moto G7,Celular,1400,4,2017-10-29
Smart Watch MI,Smart Watch,1200,3,2017-10-29
TV LED 32',Televisão,1400,5,2017-10-29
Moto G7,Celular,1400,3,2017-10-29
Smart TV 50' 4K,Televisão,2600,5,2017-10-29
Samsung Dual Core,Notebook,1500,5,2017-10-29
iPhone XS,Celular,6500,1,2017-10-29
Câmera Digital Rebel T6,Câmera,1500,4,2017-10-29
Smart TV 50' 4K,Televisão,2600,3,2017-10-29
Aspire 5,Notebook,2400,5,2017-10-29
Câmera Coolpix L340,Câmera,1550,5,2017-10-29
Galaxy J8,Celular,1100,1,2017-10-29
iPhone XS,Celular,6500,2,2017-10-29
Samsung Dual Core,Notebook,1500,3,2017-10-29
Câmera Digital Sony Cyber,Câmera,700,2,2017-10-29
Moto Z,Celular,1500,1,2017-10-29
Aspire 5,Notebook,2400,1,2017-10-29
Smart TV LED Full HD 55',Televisão,2000,2,2017-10-29
Dell G7,Notebook,5500,3,2017-10-29
Galaxy J8,Celular,1100,1,2017-10-30
Inspiron 15,Notebook,2300,2,2017-10-30
Galaxy S8,Celular,3000,4,2017-10-30
Câmera Coolpix L340,Câmera,1550,2,2017-10-30
Câmera Digital Sony Cyber,Câmera,700,5,2017-10-30
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-30
Moto Z,Celular,1500,4,2017-10-30
Samsung Dual Core,Notebook,1500,4,2017-10-30
Aspire 5,Notebook,2400,1,2017-10-30
Galaxy S10,Celular,4500,3,2017-10-30
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-30
Câmera Digital Sony Cyber,Câmera,700,1,2017-10-30
Samsung Dual Core,Notebook,1500,3,2017-10-30
Inspiron 15,Notebook,2300,5,2017-10-30
Smart TV 50' 4K,Televisão,2600,1,2017-10-30
iPhone XS,Celular,6500,5,2017-10-30
Smart TV 50' 4K,Televisão,2600,2,2017-10-30
Smart TV LED Full HD 55',Televisão,2000,5,2017-10-30
Moto G7,Celular,1400,1,2017-10-30
Smart TV 50' 4K,Televisão,2600,4,2017-10-30
Moto Z,Celular,1500,3,2017-10-30
Galaxy S8,Celular,3000,5,2017-10-30
Smart Watch MI,Smart Watch,1200,3,2017-10-31
Smart TV 50' 4K,Televisão,2600,3,2017-10-31
Samsung Dual Core,Notebook,1500,2,2017-10-31
Smart Watch MI,Smart Watch,1200,5,2017-10-31
Samsung Dual Core,Notebook,1500,1,2017-10-31
Câmera Coolpix L340,Câmera,1550,5,2017-10-31
Galaxy S8,Celular,3000,2,2017-10-31
Câmera Digital Rebel T6,Câmera,1500,3,2017-10-31
Smart TV LED Full HD 55',Televisão,2000,3,2017-10-31
TV LED 32',Televisão,1400,1,2017-10-31
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-31
Samsung Dual Core,Notebook,1500,4,2017-10-31
iPhone 6S,Celular,1900,3,2017-10-31
Galaxy S8,Celular,3000,4,2017-10-31
Câmera Digital Rebel T6,Câmera,1500,1,2017-10-31
Dell G7,Notebook,5500,3,2017-11-01
Smart TV LED Full HD 55',Televisão,2000,3,2017-11-01
Moto Z,Celular,1500,2,2017-11-01
Smart TV 50' 4K,Televisão,2600,2,2017-11-01
iPhone XS,Celular,6500,4,2017-11-01
Câmera Digital Rebel T6,Câmera,1500,5,2017-11-01
iPhone 6S,Celular,1900,1,2017-11-01
Câmera Coolpix L340,Câmera,1550,3,2017-11-01
Smart TV 50' 4K,Televisão,2600,5,2017-11-01
Galaxy S8,Celular,3000,4,2017-11-01
Câmera Coolpix L340,Câmera,1550,5,2017-11-01
iPhone 7,Celular,2500,4,2017-11-01
Galaxy J8,Celular,1100,3,2017-11-01
Inspiron 15,Notebook,2300,2,2017-11-01
Galaxy J8,Celular,1100,3,2017-11-01
iPhone XS,Celular,6500,3,2017-11-01
Câmera Digital Rebel T6,Câmera,1500,3,2017-11-01
iPhone XS,Celular,6500,2,2017-11-01
Smart TV 50' 4K,Televisão,2600,5,2017-11-01
